10 ,13
2 ,11
10 ,14
0 ,9
1 ,7
9 ,14
1 ,5
1 ,8
9 ,11
3 ,12
3 ,7
5 ,6
5 ,9
2 ,10
6 ,11
8 ,11
7 ,13
2 ,7
4 ,5
5 ,7
1 ,9
0 ,6
6 ,12
